Text,Sentiment (POS/NEG/NEU)
paata aisay vehshiyon ki Tarah khawateen larh katt rahi hoti hain wahan,neg
jab Pakistan aaye thay tb daikha tha,neu
"ee andaaza hai, aap ka Darul sukoon",neu
Canada main bhi hamaray log yehi haal kerainge aisi sale ka..,neu
kuch log aadat se majboor,neu
kuch ko lagta hai ke aaj nahin mila to kabhi milay ga,neg
Khawateen kay shooq hain guriya baji,neu
hum tu ik kameez ko jab tak ghiss naa lain tu agay nahee barhtay,neg
"yeh khawateen hi Kay unlimited shauq hain,",neu
Allah mujhko balkay sabko is naiki main kamyaab keray. Ameen,pos
Allah hidayat de khawateen ko.,pos
Bhai mery choty choty 2bachy Hai main 12 bajy nahi 2 bajy a jaoo ge phr door open kary,neu
ab is dafa kitna ha exctly,neu
ogo ko kafi hope hojaty ha and ja jao to 10 percnt sale,neu
agr centaurs mall me b hui to kesy jayn gy,neu
agr apni leny gae to u ki b ly loon ge.,neu
dua kro zyada days sale ho q k jb ami k ghr jaun ge tb jana h...,neu
Kyu sasural sy jayen mian ki jaib halki krwayen,neu
"jahan sy b gae, jaib to inki he halki honi h",neu
jaldi se ajao,neu
Kher sale pr tu janay wala.haal ni hoga,neg
kuch b nai milna im sure of this,neg
but wo log sab dresses ander rak kay kahtay katam han,neg
Ya Allah tera shukar hai.,pos
me tw jaa b nahi rahi thi,neg
phr ksky sath jarae t yeh larki,neu
Chlo phr apna he bnalete sunday ka,neu
Aunties nahi kuchlengi?,neu
Mujhay kuchalna mushkil hai,neg
Tum ko toh haath se masal sakti hain,neg
Phir jaayen k nahi?,neu
Mai aaj tak aisi sales mai gai nahi hon,neg
koi experience nahi hai,neg
Prso jaungi zroor,neu
Mujeh pata ta tm jaogi tbi tag kea,neu
ap log to suba 9 bajay hi chalay jana,neu
Hayee sai baat he,pos
tu ny to ly liay hain,neu
Changa hi huya os hajoom main tu meri laash bhi na milay,neg
Yai bhi sai ha,pos
meray liye bhi shopping lr lena,neu
Wahan jo halat honi ha us se behtar full price lena ha,neu
konsy achy hoty haen in k dresses,neu
Tariq road k pas koi outlet hai apka?,neu
Sahi kah rahe ha yar mara mare,neg
Lhr branches pay ha ya ni,neu
Sale kitny din tuk chalegi..,neu
ajaoo kal chalty hain!!!!!,neu
Sale ik din ki thi ya abi chal rae ha,neu
kachra pra hua tha...,neg
50 % me kachra he hna tha,neg
Abi jana h shopping krni hubby k sath,neu
hi baji bs duaen chhayen,neu
chal rahi ho phr,neu
mairee lite khuch lay laina plz,neu
ab to la lay,neu
izhare muhabat ka acchha moqa ha,pos
Abhi kuch din baad,neu
Rush b akheer hna,neg
kuch nai milega kisi ko,neg
Sahi baat hai,pos
Bhr waley taras rahey hain,neg
ye sale wesay fit hai,pos
Sale tak tau theek hai but jo kuch sale may karti hain auntiyan tauba hai,neg
Itna patience nhi meray mai,neg
Itna patience nhi meray mai aisi batmeezi hoti toba,neg
Aunties toh waisey pagal hoey hoti hai wahan par.,neg
Sale par pata nahe kya haal ho ga,neu
ab tou karna hee parhega,neu
but mein apna commission rakhoongee,neu
jaan ki baazi lagaani parhti hai,neg
ub itna na rakhna K mjhe sale ka faida he na ho,neu
Le ao achi offer hay,pos
Tu agr chahti hy shaheed hona tu chal mei tyar hu,pos
isi bahany shaheed ho jaen gy janat hi mil jae gi,pos
jannat nhi chitrol mily gi,neg
jab mama aye gi tab kro gi,neu
Bhen ab wo himmat nai sale me jane ki,neg
behn ki khatir chalii jaaon,neu
Beta itna rash hoga,neg
me tmh sale k baad ladugi,neu
Main aj hi ayi hun ab himmat nai hy itne rash mai jane ki.,neg
plz mery liye b ly lynaa medium mey,neu
Pta nai jate bhi hain ya nai,neg
Tum logo ka wese b off ha,neg
Tu unlucky mall jaye,neg
Kal hai na saturdah yaar,neu
Dila rai ho.,neu
Han chlen main dila dyti hu,pos
Ap chlen toh sahi,neu
Yaar kash waha hoti,neu
faislabad mai bhi agha noor start kren,neu
7 k bad waly week na chalen,neu
Kab say kab tak hay,neu
Ordr pohchny me kitna time lgta,neu
Bohat khoobsurat,pos
aik muje bhi le de,neu
Mje sach mei lena h,neu
Lucky mry lye b ly lo mn apko payment bjh dun gi,neu
Nhi Lena,neg
Please mje gift mt do itne m thak gae hn ab or nhi pleaseeee,neg
janemn price sun kr khush ho rhi hu bs,pos
Waisy acha h ya bs so so h,neu
Obviously acha h,pos
lekin koi function nhi h,neg
Yr online nae ha inki shop lhr sa mily ga tujy,neu
Han fit hai.. mujhay b barai achi lagi thi,pos
Store py hoga hi nh.,neg
ja k poochygybto bol dengy out of stock,neg
Nida mere lie bhi le lena...,neu
phly ye mjh bta dain k in ki outlet m hai phir decide kerty hn,neu
Na meri jaan kal kis ny daikhi abi jati hun,neu
jaldi niklo gher sai mai i,neu
tou or kia subah kis ny daikhi,neu
Ma ny dekhi hy subha,neu
Wesay b in ka stock daily new ata hy,pos
ho sakta ha kal ki na daikho phr kia ho ga,neg
Agha noor ne friday pe koi sale ni di,neg
Gujranwala me kab agha noor aye ga ??,neu
Kia online order kar sakty hain dresses k liay,neu
ghatiya,neg
niklo yaha se,neg
ap dosri larkiyon k kaprey dekh k hasad karna choor dein,neg
tm yeh kurti dkho,neu
ab nhi milna,neg
Oct ka design hai,neu
Ammi meray liay yeh le len agar mil jae,neu
phr aa gya ab chk kr,neu
stuff Kia hy,neu
Agr is kurte k st dupata or trouser b kr k den to kitne ka ho gs,neu
kiya yh 3 piece h?,neu
tu phir kab deliver kerwa rahe ho ghr pe,neu
jab tum kaho deliver ho jheyga,neu
phir aisa na kehna mai mazak kr rhi thi,neu
chat pe marey msg's nahi aying,neu
agar kissi ne yeh khareed liya hay to plz bata de iss ki price aur kia yeh three piece hay?,neu
ye wala dekhna,neu
Ok paisai bhaij do,neu
Chalo jee mubarak ho Sialkotiyooo,pos
Ab to Allah dey aur banda ley wala haal ker dena hai Sialkotiyoon ney,neu
.mary liya winter ka aik acha sa dress.select kar laaa,neu
visit kar ka ana.mary liya bi aik acha sa dress lana,neu
Chakr laga to karo gie check...,neu
Haan jana phr a kr mujhy bi btana,neu
Aisey kro tum jao aur phir aa kr humy bhi Batao,neu
to fr kia irada ha,neu
Mjhy nazer e nai aya,neg
Ye comment yahan ho gaya,neu
Ya me pagal ho gaya ya fb,neg
Jb tak sargodha me bne ga tb tk hm budday ho chuke hon ge,neg
Nai yr..esi baat ni..sgda b itna branded ho gya h apna ab to..,pos
wese tm lahore sy jo manga leti ho.,neu
phr shadi ho k b lahore he ana h tm ny inshaAllah,pos
Kam phir bhi acha chl rha h,pos
.tu ny dec men phnna na..us sy phly ajay ga inshaAllah,pos
Inko allah poochy ga,neg
Ab hum agha noor k lia isb and lhr nai jana pry ga,neu
ao mzaa krain gy hum,neu
Abi to open hua hai... haaan jaon gii abii tkk dekha nai hai main ne,neu
behan toot Prna shop ki opening py,neg
Byhn mn ny abi dykha hy,neu
Sameer ko bta diya hy mn ny k Agha noor in sialkot,neu
mn ne ja sktiiii,neg
.chorun gi ne,neg
Bas theek hai ab agy sy na galati ho,neu
Jana to hai he..dekhu gi,neu
ab hmry hubby sale sy bhht dooooor rkhty hmain,neu
wo khadi k experience k bad alert hogai hain,neu
mjy pak ja lainy do,neu
Es mall mai kafi karachi k brands open howai hai..,pos
Hum Bhi Han dunia ma,neu
tmne khush he hunaa tha.,pos
Main gai wahan sab kuch hatam hogya hua tha.,neg
lhr main bi yehi sab hta haii..,neu
Chal daikhti hn aj ja k.,neu
Aj finally nikalti hn,neu
meri lye kuch le liana yaar its my BD,neu
Bs inhe harkton ke waja sy mn bhar nai jati,neg
Warna her brand mery ghr sy 2-3 min ke drive pe ha,pos
Aagha noor ki kurtiun ki pics inbox karden,neu
apki bahadurabd wali branch bnd hgyi kya,neu
ya mil skta ha,pos
Maine tou kuch nh lena,neg
Many lena hyna,neu
Ramsha ko lejao subha 12 bajy,neu
Ap kabhi Chicago nhi aty.,neg
suba phnch jana time se,neu
Pohnch jaun ge ye bta do kitny suit ly do ge,neu
ap k naap k jitny b hwy,neu
Ap ko jana parayga,neu
Mjhy bhi lelena larkioo,neu
Han chaloo tumhay ly kr jaingay,neu
sahar shoki mai lay ai hn,neu
Yeh hai wo bol rahi thi dress,neu
Yah wala same yahan ah,neu
Ya to abi aya e nai,neg
persn ik frnd ke shadi ha to its emergncy,neu
limelight ka whi style ha ik e.. aj jati hn phr daikhti,neu
han jati aj ma daikhti hn,neu
Apia main to fsd main hun.,neu
Eid collection kb tk aye ga?,neu
ye lahori antiyaan sale pay kya kya kerti hen...fight wrestling sb dekhnay ko milay ga,neg
sapphire ki sale py hal dykha tha,neu
Koe faida ni,neg
Kch milna nhi.,neg
mri souch sy bi kaam,neg
ery disappointed .. kia faida aisi sale ka,neg
yahan b aien sb brands,neu
Bht tym lge ga,neg
yahi 3 4 e naimat hain,pos
bhago yahan c,neg
Rat ko e tm poch ri thi,neu
Kr de phr gft ek kurta,neu
Result mera aye hain tera nhii,neu
M ny kllll b agha nooor ka pehna hua tha jab m party m gai hu,pos
a g le apni zindagi,pos
Paisay finish hai kahn.sy jeeoun,neg
Allah ye din b kisi ko na dikhaye,pos
mere liye woh grey shirt ly lo,neu
Q sale laga k aurton ko jhungli bnny py majboor krty ho,neg
Double payment dy do bhai mgr sale mei na jao,neg
Zalil ho k branded kapry phenny py maza alag,neg
Lo g abhi to ek.buy kia hai,neu
batana mujhe b,neu
yr yaha pr aghanoor shop ni ha,neg
Kuch nai tha bekaar,neg
Laina kya hai,neu
Sidra ajj tu tumhara parao emporium Mai hi hon chaye,neu
"ar agha noor tou ab ""us"" ne b le lia",neu
Itne rush main koi shoq nahi,neg
lekin jab ye phochti ha sara khali ho choka hota ha,neg
Tou waqt se lekr jaya karo na,neu
kal hi keh rhy thy apko k Agha Noor pe sale q nahi lgty aaj lag gayi,neu
lga di inho ne b,neu
ja k mry lye shopping kro,neu
Kuch hath nae ana,neg
sahi bat ha,pos
Kal new stock aye ga,pos
Is model ko goli mar,neg
Online discount nahi hai kiya,neu
Yeh tha hi nae.,neg
aur hain kiya,neu
umhari khushi mey dekho kya kya tayyRia ho rahi hai,pos
Hai hai sadqay jaoo,pos
Pohuch jaoo inshallah aik dafa bus phir dekho,pos
Eid sy phly nhe.mil sktaa?,neu
mujhy ye frock eid k liye chaye,neu
lz price bataye or ye bhi bataye k eid sy pehly ready ho jay ga?,neu
Yaar price Bata do ...had hai,neu
mein job ka keh rahi thi,neu
mny nhi pra sirf shirt dekhi the,neu
Abi inko wait krny do waddi designer ka,neu
lay kay day rahi hu?,neu
dekh li ha sales ki ha ye not marketing,neu
Muft mae kapre milain ge,pos
Hamain kapron se concern hai.,pos
v send ki hai pta nh ab kia hta,neu
Tum bhi krdo,neu
Yh Lena tm boldia hy,neu
likha howa hai drop a cv,neu
Le lo eid k lye,neu
Sirf kurta 4000 ka ha ya sth mai trouser b ha?,neu
Han yee chiz lo,pos
Baji jan ap jain or in se kuch buy kr lain eid k lye.,neu
to koi b new buy krna h nhi kya?,neu
ink pas bohat achi ready-made kurtis hoti hain,pos
Dolmen mall me outlet hai inka i think 2nd floor,neu
Price b mention Kiya Karin sath,neu
Bahadurabad bnd hogya ha,neg
inhon ne clients k orders + pese lye or deliver ni kiye,neg
But thora late ho gaya,neg
Kub aarahi hai yeh collection,neu
Jb waha the tb na hua kuch,neg
abi kch khaas ni hy..,neg
Hain.. nhi kuch khas?,neu
Pki bat hai,pos
jao sale lag gaye,neu
kb la kr ja rhi hu mjy shoping py,neu
Ab kia price ho g iski,neu
thori biwi ko shopping hi kara dijiye ga,neu
ab thanks bol ker mujhe embarrass na kerwana,neg
"acha chalo ziada kuch bhi nahi bus 2,4 shirts",neu
Array mein ne kaha bhi tha..,neu
mein hisab barabar ker loon ge,neu
Mujhe deal manzoor ha,pos
Ye kis location p hai,neu
humary ghar se 10 minutes ki drive pe it's great,pos
muj b yaad rkhna plzzz,neu
aik he style hota hay,neg
Ye to Islamabad main he,neu
Ijaz aa jao chaltay hy,neu
Beta meray lyai b koi shirt daikhna,neu
Awaaz nahe aa rahi apki..signals nahe,neg
Tumare liye bola beshak awaz na ae,neu
ok kal aye phir,neu
Facebook per achy design hot hain,pos
jub bhi shop per jao to Bilkul fazool desgin hoty hain,neg
"Yah full suot chahya, price be bata den",neu
As usual ye b out of stock hoga,neg
asa nahi ha,neg
ap late online atti hai,neg
yeh kn c branch par apara hai?,neu
Tum dono lay lo main copy krwa lon ge,neu
kb ly ry hain,neu
Kia online mangwa saktai hain ?,neu
Is type ka kuch dekh lein,neu
Ye kurti abhi mill skti hy,neg
Tme to pasand nai ha yeh,neg
.koye nya pan nhi,neg
wo hi purane design,neg
Ap ne apna charm kho dya he,neg
ik bhi design acha nhi,neg
sb wo hi purana stuff,neg
Pic kis ki send karni hai,neu
Aj kuch nahi mile,neg
Ap page pe wohi upload kia kren jo availbe ho,neu
Buhat ghalt kia hy ap logon ny,neg
Tumhare fancy K liye idea,neu
Ye milti kahan hain,neu
aap ki shop per to dastyab nahi,neg
Allah apko buhat buhat nawzen,pos
4000 ki hai... maine try ki thi,neu
Kab online service shoro krayein gya.,neu
.humra b huq ha apki shirts buy krna ka,neu
Proper nhi ha,neg
Apni sale jaldi lgaao,neu
log bour ho jayen gy,neg
her brand cleaarence sale lga chuky hn,neu
ap b inko follow kren,neu
kanjoosi mt kren,neg
ap k outlets per to available Nhi hy yeh dress,neg
Apke sale kb lgrhe hai,neu
yeh chk krwa haii abee???,neu
Price kya hai is suit ki aur quetta may kahan availabile hai,neu
Hn na dekha.,neu
Kl he jhot bolte gain agha noor wale,neg
Green wali dres k kiya prize he,neu
Rush check kro,neu
m Nahi Jate is tarah k halat m,neg
sale nAi hai aur ye haal hai,neg
Hm 4 din baad chly jian gy,neu
itni musebt nhi pari hoi,neg
sko gud response nh kehty,neg
awam.ka nadeda pan kehty,neg
aj b discount hy?,neu
Mm aalam wali shop pe ziada achey design thay,pos
Log itne fancy kapre shadiyon ke alawa pehante kahan hain,neu
itna rush laga hota hai.,neg
shukar hai mein ni gai,neu
bachat hogai tumhari,pos
Allah aesy abad rakhen ameen,pos
Mujhe agha noor ki pic send kar den ge,neu
pehan lo tum to.....,neu
Mai aj ap k outlet p gai thi dolmn mai bt unho n kaha ye kurta old hai,neg
kb k sale ho chuke to phir ap abi kiyo upload krte ho,neg
ia mujhy koi kurti gift mill skti hy.,neu
Me ye expensive kurti nhi ly skti,neg
manga apni us larki se,neu
Mjy ni acba laga,neg
Beta sara ko b ni pasnd aya,neg
Lhr m agha nor p hy ye sut kya,neu
Store main ja k kuch nhn milta,neg
Free h Yeh as ki koi price ni,pos
Dono he pagal lag rhi hain,neg
Zarrorat se ziyda azadi mana rahi hein. ...stupid girls,neg
Apki shop kahan hai,neu
likn ap ny jo adres dia e os p email nae hoti,neg
jo email dia hy wo not working hy,neg
app price is per mention kyun nahi ker rahe hyyyyyyyyyy,neg
Mai email kar chuki hon but koi response ni aya,neg
in k pas stock he nhn hota,neg
agar ho to 4000 aurat lar rahi hoti hy uskay liye,neg
jb jayo khali hangers milte hain .,neg
jb dil karay shop ki timing change kar detay hain .,neg
n ko to post karna he nhn chahiye,neg
msg kr dea na:,neu
"peshawar ma daikunge,",neu
ye achy dresses kis outlet py hoty hain,neu
dollmen mall tariq road py to jab jao lagta hai use kurtay lagye huye hain ajeeb ajeeb se,neg
Yeh agha noor ka hai yah ni,neu
chhaa gy ho aghanoor,pos
Kal jatti hon,neu
kafi time text Kiya but no response,neg
sabar ka phal meeta hota ha,pos
eid collection aa gai hai ya nai,neu
Haan ache hai mily tou ly ao,pos
Le to chuki,pos
yaar in k page p ek green laga wa pearls wala WO b acha h,pos
Tmhe masla hai koi,neg
or jo job na karta ho wo kya kare..,neu
ab asa bhi nahi hai,neg
Milta to hai kuch nahi shop pay,neg
abhi itni achi nahi hoi,neg
may apny keay hazarooooonnn k karpy kharedon,neu
Bus choro tum dono tu...,neu
wahan bhi wrestle mania hota hai,neg
ono he aik jaise,neu
kia pata hojaye log tu aik he hain na,neg
jhoot 2 saal sa yahi drama chal raha ha,neg
haan joth boli jao,neg
Ap ki dolmen mall shop ka number hoga,neu
kis din launch hogi ..,neu
Lala meri kurti,neu
chank ye humai nazar agi,neu
Bus kal ati mien,neu
ye to hona hi tha,neu
Ap ka kam bohat acha hy,pos
Eid ka stock kub tak ajay ga?,neu
"main ny dolman karachi sy opening day ap k outlet sy shoping ki the 16,000 ki",pos
15000 pay keya thy 1000 belance tha,neu
mujh sy urosa ny bahadurabad branch py 30 april ko lya hain lykin silp nahi di,neg
Main un sy payment silp banany ka kahun,neu
Mujhy reply karya ga.,neu
humm kaha thy bhae,neu
Ap ki lahore main shop hay agr hay tu kindly gide karin kis area main hay,neu
eid k time q nhi available hai?,neu
Kuch nahi mila,neg
hadd hogae hai na,neg
Thoray aur logon ko add karleti,neu
Sale kitnay percent hai?,neu
Bs mje tym btadna chalungi sath ma,neu
aray zabardasttt yr,pos
Chalo fizya bs chalty hain,neu
jab khule tbbhi jana,neu
luli langri aik agha noor k peeche,neg
umeed chor de nhn milega,neg
meray liay bhi kuch lay k ana,neu
mw khud free k intezaar mw ho,neu
Ya black Wala Milay ga ?,neu
Tum ja re ho,neu
Jab be jao in ma say khuch nhi milta,neg
Shop pe jao tu hote hi nai hain prints,neg
tm logo k liye,neu
ya online nhi ha jana parega en k shop,neu
ek lady hai jo kapre seti hain low price main,pos
agar koi b interested ho silwane main simple complete plain suit 500 main si dengi,neu
order per b dresses banati hain,neu
esigning wagra karwanay hn tu price depand on design,neu
Is mai black colour hai ?,neu
Achi lag rahi ho,pos
ap k shirts ki sab length kitni hoti hai plz bataen.,neu
.last length kitni hoti hai,neu
thaka dia puch puch k.,neg
"pohnch jao to sizes khatam,",neg
Mat yaad dlaooo,neg
Ye kitna acha,pos
wahn ek b acha nhi,neg
Khali para hy agha noor,neg
Han me ne ker li explore page in ki,neu
in mai sy koi dress ap k outlet mai nahi,neg
Bhadurabad outlet pe hoga,neu
inhon ny price nahi batani,neg
ap k countres ma ma na dresses dekga tha plz pics bhj den un ke,neu
Plz fsd mai bhi shop bana lo,neu
Lhr ja k shopping krna bohat mushkil hai,neg
Acha noor sale Sal m ek bar kyun do bar kyun nhn,neu
order kaisay kerna hay ?,neu
Ye three piece suit ha,neu
Kab say yehi likh rahi ho ap ak sal to mujhy hogaya pochtay howay itna time q lag raha hy ?,neu
iska mutlab k aik or match hogaa kal ladies ka,neu
ub to filhal ye h.nai pata k.slae kaha.kahan.b,neu
post parh likha wa hy dollmen amll clifton,neu
2 eggs khalyna jnay se phly,neu
M gae the 2 eggs kha k,neu
Plz mention to krdy all branches per sale hai ya only dolman main hai,neu
Tamasha dekho Kia lageyga kal,neg
sach m,neu
Yar ye sale kal hai ya Aj,neu
Bs wahan.haina wo b 3 bahy,neu
uth b gai mi to bhg k chli jati,neu
No sale sirf dolmen me hy bhadurabad wali branch pr nahi hy,neg
me aj gae thi tu me ne poucha tha,neu
Nahi yarr buraa hal hota hy,neg
fazull kisam ka rush,neg
Ap hamesha short interval pe kyun lagate hain,neu
Kal lgni ha sale agha noor pr,neu
khali hath wapis aengy hum tu,neg
Wysy keh tou Sai rahi Ho,neu
Mujhai bhi jana haii,neu
Yahan chali jao kal,neu
Haan mai pagal ki bachi hun na.,neg
aad hai pichli dafa wala,neu
Q. Kia hua,neu
Bahadrabad walay pe jana yaar,neu
Sale sunday bhi hoge aur agar hay to kin outlets pay plzzzz,neu
Lahore May kider ha ap ki shop plz,neu
Sale 17 ko hai yea 18 ko yea dono din plz bata do,neu
Kya yeh black shirt available hai large main,neu
Yar koi mujhy batae ga sale kab hy,neu
sale 17 ko hai ya 18 ko..phly 18 post kia,neu
"fridayyyyy subha chalygy,phr wapsi mai",neu
